sentence_id,language_name,noise_type,text
162,English_CodeSwitch,code_switch,"Anticipating that 不 countries 在 strive to make further progress in their development on は basis of NEPAD, and に が strengthen their partnership with the international community, Japan will convene the third Tokyo International Conference on で Development (TICAD III) in October 2003."
163,English_Clean,clean,"But there is profound skepticism that we can do so. The world looks to the UN as never before, yet the conventional wisdom is that we are not up to the job."
163,English_CharNoise,char_noise,"But theere i profound skepticism tht we can do so. The world loukks to the UNtas neever beaore, yet the convgntioonal wisbom is that we are not up to the job."
163,English_Shuffled,word_shuffle,"yet there that UN skepticism conventional that before, do so. The world looks to the profound to never not is the But wisdom is we we are can up as the job."
163,English_CodeSwitch,code_switch,"But there is profound 人 that we の を so. The world looks to the UN as never before, yet the conventional wisdom is that we are not up to the job."
164,English_Clean,clean,"(e) In operative paragraph 19, the words “to take into account the five concerns” were replaced by the words “to bear in mind the five issues”;"
164,English_CharNoise,char_noise,"(e) In opewative paragraph 19, the wors “to take into ccount the five concerns”  wre replaced by the words “tb bear i mmind the ffive issues”;"
164,English_Shuffled,word_shuffle,"(e) In operative five “to the words the issues”; into account the paragraph five concerns” replaced by the words “to bear in mind 19, were take"
164,English_CodeSwitch,code_switch,"不 In operative 和 19, the words “to take into account に five 和 were replaced by the words “to bear in mind the five issues”;"
165,English_Clean,clean,"At present, the reference value for compensation grants is as follows: For single old-age pensioner EUR 630.92 For a couple of pensioners EUR 900.13 Increment per child EUR 67.15 From the viewpoint of financial accounting, the compensation grant is not a social security benefit but rather a social welfare payment, the State refunds the expenditure under this heading to the old-age pension insurance carriers."
165,English_CharNoise,char_noise,"At present, the reuerence value for compensation grants is as follows: For sigle old-age pensioner EUR 630.92 Fo a couple of pensioners EUR 900.e3 Incremenplper child EUR 6a.15 From the viewpoint of financial accountng, thh compensation grnt is not a social securryty bnefit but ratherr a social  welfare payment, the SState rrefunds the expennditure under tis eading to tue old-agee pennsion iesuraance crriers."
165,English_Shuffled,word_shuffle,"At present, the insurance rather value carriers. grants is as follows: For single for payment, a 630.92 For a pensioners of couple compensation 900.13 old-age heading EUR EUR 67.15 From to viewpoint of financial the the EUR grant is under a social security benefit but old-age child expenditure welfare pensioner the social refunds accounting, the not this per the State Increment pension reference compensation"
165,English_CodeSwitch,code_switch,"At present, the reference value for compensation grants is as follows: For single old-age pensioner EUR 630.92 For a couple は 是 EUR 900.13 が per child EUR で 在 the viewpoint of financial accounting, 在 compensation grant is が a social security benefit but rather a 和 ます payment, the State refunds the も です this heading to the old-age pension 有 不"
166,English_Clean,clean,This is my duty as a father!
166,English_CharNoise,char_noise,This is my duty as a father!
166,English_Shuffled,word_shuffle,This is my duty as a father!
166,English_CodeSwitch,code_switch,This is my に ます a 就
167,English_Clean,clean,"Ms. Schöpp-Schilling said that she wished to associate herself with the positive comments by other members of the Committee on the implementation of the Convention in Jamaica. She regretted, however, that there was no definition of the term “discrimination against women” in Jamaican legislation."
167,English_CharNoise,char_noise,"Ms. Schöpp-Schhilling saidpthat she wished to associate hjrself with thedpositiveycomments by other members of the Coommittee on tthe implementation of the Convgntion in Jamact. She regretted, however, thatdthere was no definition of the trt “discrimination against ommen” in Jamaican legislation."
167,English_Shuffled,word_shuffle,"Ms. that the that she wished to associate herself with however, the in by of members of said Committee on the implementation other the comments in Jamaica. no regretted, positive Schöpp-Schilling there the She definition Convention was term “discrimination against Jamaican of women” legislation."
167,English_CodeSwitch,code_switch,"Ms. Schöpp-Schilling said that 在 wished to associate herself with the positive comments 的 other members of で Committee on the implementation of the Convention in Jamaica. は regretted, however, that there was no definition of the term “discrimination against women” in Jamaican は"
168,English_Clean,clean,"Having considered the letter dated 22 July 2000 from the President of the Maldives addressed to the President of the Economic and Social Council,"
168,English_CharNoise,char_noise,"Havin considerd the lettep dated 22 Juuly 2000 from the President of the Maldives addressed te the President of the uconomic jnu SocialCouncil,"
168,English_Shuffled,word_shuffle,"Having considered the letter and 22 July 2000 from the President of to Maldives Social the addressed of the President Economic dated the Council,"
168,English_CodeSwitch,code_switch,"Having considered the letter dated 22 July 2000 from the President 就 the です addressed to the 人 of the Economic 人 Social Council,"
169,English_Clean,clean,"The expenditure for staff costs of $2.074 million is 90 per cent of the total allotment for staff costs of $2.299 million, while the commitment for contractual services of $1.666 million is only 11 per cent of the total allotment for contractual services of $14.979 million."
169,English_CharNoise,char_noise,"The expenditure  for staff costs of $2.074 million is 90 per cent of the total ollttment for stafff costs of $2.299 milfion, while the commitment for conttractual services of$1.666 miillion is onla 11 pef cent of the total allotment for contractual services of $14979 million."
169,English_Shuffled,word_shuffle,"costs expenditure of for costs of $2.074 million only 90 per cent of the total the commitment of services for $2.299 million, while the The for contractual staff of $1.666 million is is 11 staff cent per allotment total allotment for contractual services of million. $14.979"
169,English_CodeSwitch,code_switch,"The expenditure に staff costs of $2.074 million is 90 per cent of the 我 的 for staff costs of $2.299 million, while the を ます contractual services 人 $1.666 million 有 only 11 per cent of が total allotment for contractual services of $14.979 million."
170,English_Clean,clean,Freedom House is a non-governmental organization that cannot confer such State status on any territory or country.
170,English_CharNoise,char_noise,Freedom House is a non-governmental orgtnization  thhat cannoe conffer such State status on any temitory or country.
170,English_Shuffled,word_shuffle,cannot House territory Freedom non-governmental status a that confer such State organization on any is or country.
170,English_CodeSwitch,code_switch,Freedom House is a non-governmental organization that cannot confer such State status on any 都 or 和
171,English_Clean,clean,My testeron is going dancing...
171,English_CharNoise,char_noise,My tesnerron  is going dancing...
171,English_Shuffled,word_shuffle,My testeron is dancing... going
171,English_CodeSwitch,code_switch,My は is going 就
172,English_Clean,clean,"While currently most of the investment in mitigation measures is domestic, ODA plays an important role in developing countries, in particular in Africa and the LDCs."
172,English_CharNoise,char_noise,"WWhilee currentlly most of the investment in mitigattion measures is domestic, ODA plays an important role in devpoping countries, in particulaar in Africa  and the LDCs."
172,English_Shuffled,word_shuffle,"While currently most of countries, investment mitigation particular developing is in ODA domestic, and important role plays measures the in in in Africa an the LDCs."
172,English_CodeSwitch,code_switch,"While currently most of the investment in mitigation measures is 人 ODA 人 an important role in developing countries, で particular in Africa and the LDCs."
173,English_Clean,clean,"(e) In the area of security interests, the United Nations Convention on the Assignment of Receivables in International Trade and the UNCITRAL Legislative Guide on Secured Transactions;"
173,English_CharNoise,char_noise,"(e) In the area of security interests, the Unted Nations Conventon on the Assignment of Receivables in International Trade and zhe UNCITRAL Leislative Guide on Secured Transactions;"
173,English_Shuffled,word_shuffle,"(e) Legislative of Trade Convention security interests, the United Nations of on UNCITRAL Assignment the Receivables in the and Guide International the In area on Secured Transactions;"
173,English_CodeSwitch,code_switch,"(e) In the area of security interests, the United Nations Convention on the Assignment of Receivables in International Trade で the UNCITRAL Legislative 的 で Secured Transactions;"
174,English_Clean,clean,"The collection of data disaggregated by sex, which is currently insufficient, and specific studies on the impact of the crisis on women in particular areas, should be encouraged."
174,English_CharNoise,char_noise,"The collection of data diaggregjted byusex, which is currently insufficent, and specific studies on the impact of the crisis on womn in particular arreas,  should be encouraged."
174,English_Shuffled,word_shuffle,"The encouraged. of data disaggregated insufficient, sex, impact is currently women and in studies of the on which the crisis on by specific particular areas, should be collection"
174,English_CodeSwitch,code_switch,"The 就 は data です 是 sex, which is currently insufficient, and specific studies on the impact of the crisis on women 都 particular areas, should 都 encouraged."
175,English_Clean,clean,"The spirit of cooperation based on the shared values of equality and sovereignty, which are enshrined in our Charter, is a source of our strength."
175,English_CharNoise,char_noise,"The spirit of cooperation baseed on the shfred values oj equahity lnd soverreignty which are enshrined in oour Charter, is a source of our strength."
175,English_Shuffled,word_shuffle,"The our our and based on the shared values is equality spirit cooperation sovereignty, are enshrined in of Charter, of a source of which strength."
175,English_CodeSwitch,code_switch,"The spirit of cooperation based on the shared values of 人 and sovereignty, which are enshrined in our Charter, is a source of our 都"
176,English_Clean,clean,"The Vice-Chairman, Prayono Atiyanto (Indonesia), also made a statement."
176,English_CharNoise,char_noise,"The Vice-Chairman, Prayono tiyaanto (Indonessiad, afso made a ssuatement."
176,English_Shuffled,word_shuffle,"The Vice-Chairman, (Indonesia), Prayono Atiyanto also made a statement."
176,English_CodeSwitch,code_switch,"The Vice-Chairman, Prayono Atiyanto (Indonesia), also 都 a statement."
177,English_Clean,clean,(c) To provide care and support by strengthening programming for orphans and vulnerable children infected/affected by AIDS and by expanding life skills training for young people.
177,English_CharNoise,char_noise,(c) Toprovide care and suport by strengthening programming for orphans aand vulnerable hldren infected/affecte by AIDS  anc bymexpfnding lifeskills training  for young people.
177,English_Shuffled,word_shuffle,care by by (c) programming support by strengthening provide for and and for children infected/affected To AIDS and orphans expanding life skills training vulnerable young people.
177,English_CodeSwitch,code_switch,(c) To provide で and support by 有 programming for orphans and vulnerable children infected/affected に AIDS and 有 は life skills 人 for young people.
178,English_Clean,clean,The Commission is developing a minority index with a view to facilitating affirmative action for minorities.
178,English_CharNoise,char_noise,The Commission  is developing a minority indexwith a view to facilitating affirmative action for minorities.
178,English_Shuffled,word_shuffle,The Commission for developing a index to a with view minority facilitating affirmative action is minorities.
178,English_CodeSwitch,code_switch,The Commission is developing a minority index with の view to facilitating affirmative action for minorities.
179,English_Clean,clean,"The strategies include capacity-building for human resources in the states and municipalities for implementing the Acute Diarrhoeal Diseases Monitoring Programme (MDDA); providing direct technical support for states and municipal districts to investigate outbreaks of cholera; revising the Integrated Cholera Control and Prevention Handbook (Manual Integrado de Prevenção e Controle da Cólera); reviewing the instruction materials for capacity-building in monitoring acute diarrhoeal diseases; the transfer of funds under agreements with the State Health Bureaux in north-east Brazil, underwriting the implementation of activities under the Emergency Cholera Control and Prevention Plan for north-east Brazil (Plano Emergencial de Prevenção e Controle da Cólera no NORTHEAST); the transfer of funds under agreements for implementing actions under the Emergency Cholera Control and Prevention Plan in Paraná (Plano Emergencial de Prevenção e Controle da Cólera no Paraná); preparation of educational material and organization of the capacity-training course for the multiplicatory agents of the Acute Diarrhoeal Diseases Monitoring Programme in indigenous areas; scheduling the distribution of sodium hypochlorite to 2.5 per cent of the 27 states in Brazil, handled by CODAMED/Ministry of Health; ensuring capacity-building for all states through the Public Health Laboratories, in order to undertake etiological diagnoses of outbreaks of acute diarrhoeal diseases; more intensive dissemination of existing tools in regional and local communications media in municipal districts tagged as high-priority under the Emergency Cholera Control and Prevention Plan for north-east Brazil; more intensive health education activities in municipal districts ranked as high priority under the Emergency Cholera Control and Prevention Plan for north-east Brazil; more intensive dissemination of cholera prevention measures through the Family Health-Care Programme, Community Health-Care Agents and agents working for the"
179,English_CharNoise,char_noise,"The strategies include ccapacity--building for yuman resorces in the states nd municipalites for implementing the Acute Diarrhoeal iseaseq Monitoring Programme (MDDA); providing diect technical support for states and municipal districts to investigate outbreaks of cholera;wrevising the Integrated Cvonera Control and Prevention Handbook (Manual Integrado de Prevenção e Controle da Cólera); reviewing the instructio materials for capacity-builqing in  mondtoring acute diarrhoeal diseases; the transfer of funds under agreements with the State Health Bureauxin north-eastfBrazil, underwritingjthe implementation of activities underuthe EmergencyvCvolera Control and Prevention Plan for north--east Brazil (Plano Emergencial de Prevenção e Controle da Cólera so NRTHEAS);uthe transfer  of funds uder agrements for implementing actions under the Esergency Cholera Coontrol andPrevention Plan in Paraná (Plano  Emergencial de Prevenção e Controle da Cólera no Paranb); preparatin of educational material and organqzation of the apaciity-training course for the multiplicaatory agents of the Acutee Diarrhoeal Diseases Mnitoring Programleqin indigenous areas; scheduling tle distributio of wodum hypochlorite to 2.5 perr cent of he 27  staes in Brazil, handled by CODAMED/Minitry o Health; ensuring capacqty-building for al states thropgh the PPublic Healah Laboratories, in order to undertakke etiological hiagnoses of outbreaks o acute diarrhoeal diseases;  more inntensive dissemination of existing tools in regional and local communicationss media in municipal districtts tagged as high-priority uuney the Emergency Cholera Control and Prevention Plan for northh-eaft Brazil; mere intensive helth educattion activities in munnicipal diistricts rankxd as high priority nder the Emergency Cholera Control and Preention Plan for north-etst Brazil; more intensie disseemination of cholera  prevenijor mesures thdough the Family Health-Care Programmme, Community Heaalth-Care gents ani agents working for thl"
179,English_Shuffled,word_shuffle,"Prevention strategies include capacity-building for human resources Plan organization (Manual and municipalities for high-priority the Integrated of and Monitoring Programme (MDDA); providing direct technical ensuring under the and and districts to under outbreaks of cholera; revising the Acute Cholera Control da cholera for Laboratories, Integrado in Prevenção reviewing the and Cólera); e the instruction Cholera for capacity-building in monitoring acute diarrhoeal diseases; funds Health of and the agreements Programme states State Emergencial Controle in north-east Brazil, underwriting the implementation of activities under with Plan materials Control and Prevention of Handbook e no municipal Emergencial de CODAMED/Ministry Emergency outbreaks da Cólera Brazil NORTHEAST); the transfer of the under agreements Control in actions Prevenção the e de for Diseases existing Paraná); in undertake (Plano Programme, de Prevenção in to da Health-Care (Plano Plan Brazil; of educational material funds the of the capacity-training course for Controle multiplicatory agents of the Acute Diarrhoeal Diseases Monitoring investigate north-east indigenous areas; scheduling the distribution diarrhoeal through hypochlorite to 2.5 per cent of diseases; 27 states as Brazil, handled by support districts Health; under Control for all Health-Care through the Public dissemination Plan implementing order for districts acute diagnoses of Controle of etiological municipal the more intensive dissemination in The tools in regional and local communications media in municipal Paraná tagged as implementing the under Control Cholera Emergency of Prevention Emergency for north-east Brazil; more capacity-building health and activities Cholera no Cholera ranked in high priority agents intensive Emergency Bureaux states education Prevention Diarrhoeal for north-east preparation the intensive Health of Prevention prevention measures sodium more Family Cólera transfer Community states Agents and the working for the"
179,English_CodeSwitch,code_switch,"The strategies の capacity-building を human resources in the states and municipalities for implementing the Acute Diarrhoeal Diseases Monitoring Programme 不 providing direct technical support for states 在 も districts to investigate outbreaks of ます revising the Integrated Cholera Control です Prevention Handbook (Manual Integrado de Prevenção e Controle da Cólera); reviewing the instruction も for 的 人 を acute diarrhoeal diseases; the transfer of funds under agreements with が State Health Bureaux in と 人 underwriting the implementation of activities under the Emergency Cholera Control and Prevention Plan for north-east Brazil (Plano 是 de Prevenção e Controle の 就 no NORTHEAST); the transfer of funds under agreements for implementing actions under the Emergency Cholera Control and Prevention Plan 都 Paraná (Plano Emergencial de Prevenção e Controle da と を です preparation of educational material and organization of the capacity-training course for the multiplicatory agents of 不 Acute Diarrhoeal Diseases Monitoring Programme 有 indigenous です scheduling は distribution of sodium hypochlorite to 2.5 per cent 是 the 不 states in Brazil, handled by CODAMED/Ministry of Health; が ます for all states through the です Health Laboratories, in order to undertake etiological diagnoses of ます of acute diarrhoeal diseases; が intensive 我 of 在 tools と regional and local communications media in municipal districts は as high-priority で the Emergency Cholera Control and 和 Plan for north-east Brazil; more intensive は education activities in 在 districts ranked as high priority under the Emergency で 有 and Prevention Plan 有 north-east Brazil; more intensive 在 of cholera prevention measures through the Family Health-Care Programme, Community は です and agents を for the"
180,English_Clean,clean,But he was saying a lot more than he meant to.
180,English_CharNoise,char_noise,But he was saying a lot more than he meeantrto..
180,English_Shuffled,word_shuffle,he he was saying more than a lot But meant to.
180,English_CodeSwitch,code_switch,But he was saying a 的 more 的 he meant to.
181,English_Clean,clean,Issue 5: Mental health needs of older persons
181,English_CharNoise,char_noise,Issue 5: Mental health needs of olper persons
181,English_Shuffled,word_shuffle,Mental persons Issue health needs of older 5:
181,English_CodeSwitch,code_switch,Issue で Mental health needs of older persons
182,English_Clean,clean,Emerging issues following UNISPACE III
182,English_CharNoise,char_noise,Emerging issues following UNISPACE III
182,English_Shuffled,word_shuffle,Emerging issues UNISPACE following III
182,English_CodeSwitch,code_switch,Emerging issues following UNISPACE 有
183,English_Clean,clean,"Recalling its resolution 55/92 of 4 December 2000,"
183,English_CharNoise,char_noise,"Recalling its resolbton 55//92 of 4 December 2000,"
183,English_Shuffled,word_shuffle,"of its resolution 55/92 Recalling December 4 2000,"
183,English_CodeSwitch,code_switch,"Recalling its resolution 55/92 が 4 December 2000,"
184,English_Clean,clean,"Speedy agreement on most elements of a framework for the development goals, targets and indicators constituting the MDGs, in a collaborative effort with the International Monetary Fund, the Organisation for Economic Co-operation and Development, the World Bank, UNDG and other United Nations organizations, under the auspices of the office of the Secretary-General; Finalization of the UNDG guidance note on country-level monitoring of MDGs that emphasizes national ownership, capacity-development and links with existing tools such as common country assessments, national human development reports and poverty-reduction strategy papers; The launch of a pilot initiative to prepare MDG reports at the country level, with four completed by the end of 2001 and another dozen in various stages of development; Coordinated support to include MDGs in the poverty-reduction strategy process, in particular by integrating MDG databases into poverty-reduction strategy frameworks and enhancing the skills of national counterparts to obtain and use data for the credible monitoring of progress in poverty-reduction strategy papers and, more broadly, the MDGs."
184,English_CharNoise,char_noise,"Speedy agreement onmost vlemeents of aframework for the development  goals, targets nd indicators constituting the MDGGs, in a collaboative effort withfthe Intternationae Monetary Fund, the Ogajisationn ffor Economic Co-operatioon and Developmxt, tthe World BBank, UNDDG and otther United Nations organizations, under the auspice of the office of the  Secretary-General; Finalization of the UNDG guidance nope onn country-level monitoring of MDGs that emphassizes nmtional ownership, capncity-development and link with existing tools such as common country assessments,pnationalahuman development reports and poverty-reduction strategy papers Thee laaunch of a pilot initiative to prepare MDG reports at the tontry level, witth four completed y the end of 2001 and another dozen in various stages ofuevelogmvnt; Coorkinatsd support to include MDGs in the poverty-reduction strategy process, in particular b integratwng MDG databasess into povertty--reduction stategy fxameworks and enhancing the skills of natioonal counterparts to obtain and use data for thee credible monitoring of progress in poverty-reuction strategy papers and, more broadly, the MDGs."
184,English_Shuffled,word_shuffle,"Speedy agreement include and the of of counterparts of the development goals, targets and on in the dozen in more collaborative effort with Fund, International use Development, the Organisation capacity-development Economic MDG and into and World Bank, UNDG and other United Nations Monetary four the obtain of the national of the Secretary-General; for of completed monitoring The note integrating the UNDG of existing that constituting office ownership, Finalization data links with process, tools such as another country assessments, development human prepare reports national poverty-reduction strategy poverty-reduction to databases of a most country-level to national MDG MDGs, at elements country level, with under the by the of end 2001 and common reports in framework stages for development; Coordinated support guidance on MDGs in the monitoring emphasizes MDGs pilot particular by strategy Co-operation launch initiative poverty-reduction strategy frameworks the enhancing the skills of organizations, various to auspices and indicators and for the credible papers; a progress in poverty-reduction strategy papers and, a broadly, the MDGs."
184,English_CodeSwitch,code_switch,"Speedy agreement on most 我 of a framework for the development goals, 有 and indicators constituting the MDGs, を a collaborative effort with the International Monetary Fund, the Organisation for Economic Co-operation and Development, the World に UNDG and other は Nations organizations, under 不 auspices of the office of the Secretary-General; Finalization of the UNDG guidance note on country-level monitoring of MDGs that emphasizes national ownership, capacity-development の links with existing tools such as common country assessments, national human development 我 and poverty-reduction strategy papers; The launch of 不 pilot initiative 是 prepare MDG で 在 the country level, with four completed by 都 都 of 2001 and another dozen in various stages of development; Coordinated も to 都 MDGs に the 就 strategy process, in particular と 我 MDG databases は 我 strategy frameworks 不 的 the skills of national counterparts to obtain and use data for the credible monitoring of 是 in poverty-reduction strategy 不 に more は the MDGs."
185,English_Clean,clean,- Acts of violence in the home;
185,English_CharNoise,char_noise,- Acts of violence in the home;
185,English_Shuffled,word_shuffle,in Acts the violence - of home;
185,English_CodeSwitch,code_switch,- Acts of violence in 的 home;
186,English_Clean,clean,Nepal is facing some problems related to the Maoist insurgency within the country.
186,English_CharNoise,char_noise,Nepal is facig some problems related to the Maoist inurgency withi the cuntry.
186,English_Shuffled,word_shuffle,the related facing some is problems to the Maoist insurgency within Nepal country.
186,English_CodeSwitch,code_switch,Nepal is facing some problems related to the が insurgency within the country.
187,English_Clean,clean,"In medical and veterinary sciences, the development of diagnostics, vaccines and other biopharmaceuticals is broadening the ability to manage diseases that were until very recently considered as incurable."
187,English_CharNoise,char_noise,"In medical and veeterinary sciences, the development of dignostics, vaccines and ther bioppharmayeuticals iis broadening the ability to manage diseases that were until very recently considered as incurable."
187,English_Shuffled,word_shuffle,"broadening vaccines and veterinary sciences, diseases development of diagnostics, medical considered other and is In the ability to manage incurable. that were biopharmaceuticals very recently the as until"
187,English_CodeSwitch,code_switch,都 の and と 的 the development of 我 vaccines 人 other biopharmaceuticals is broadening は ability to manage diseases that were 就 very recently considered 我 incurable.
188,English_Clean,clean,"Bearing in mind that, in accordance with its resolution 1991/42 of 5 March 1991, the task of the Working Group on Arbitrary Detention is to investigate cases of detention imposed arbitrarily or otherwise inconsistently with the relevant international standards set forth in the Universal Declaration of Human Rights or in the relevant international legal instruments accepted by the States concerned,"
188,English_CharNoise,char_noise,"Bearing in mind taw, in accordaance with its resolution 1991/42 jf 5 March 1991, the task of the Working Group on Arbitrasy Dementin is to investgate casesiof detntioon imposed abitarily orotherwise nconsistently with the relevaant internvtional standards  set forth in the Universal Declaration of Human Rights r in the ielevannt international legl instruments acceped by the  States concernd,"
188,English_Shuffled,word_shuffle,"or of Working that, is set resolution Declaration with 1991/42 of 5 March 1991, the task the otherwise international Group on of in in to investigate cases Arbitrary detention imposed arbitrarily Bearing accordance by with the relevant standards international Rights of in the Universal its Detention Human forth or in the relevant concerned, legal instruments accepted inconsistently the States mind"
188,English_CodeSwitch,code_switch,"Bearing in mind を in が with its resolution 1991/42 of 5 March 1991, は 就 of the を 是 on 我 Detention is to investigate の of detention imposed arbitrarily or otherwise 都 with the relevant 都 standards set forth in the Universal Declaration of Human Rights or in the relevant international legal instruments accepted by the States concerned,"
189,English_Clean,clean,International legal instruments
189,English_CharNoise,char_noise,Inaernationak  leaal instuments
189,English_Shuffled,word_shuffle,International legal instruments
189,English_CodeSwitch,code_switch,International legal instruments
190,English_Clean,clean,"The discriminatory provisions of the Citizenship Act had been identified as far back as 1999, yet the Act had still not been amended."
190,English_CharNoise,char_noise,"phe disciiminatory prrovisions of th Citizeenship Act had bebn identified as far back as 19999, yet te  Act had still not been amended."
190,English_Shuffled,word_shuffle,"The been provisions Act the 1999, of discriminatory had identified as not back as Citizenship Act the yet had still far been amended."
190,English_CodeSwitch,code_switch,"The discriminatory provisions 都 the Citizenship Act had been identified 我 far back as 1999, ます the Act had still not been amended."
191,English_Clean,clean,4.3.2.4 Existing paragraph 4.3.2.4 becomes new 4.3.2.4.1.
191,English_CharNoise,char_noise,4.3.2.4 Existiig paragraph 4.3.2.4 becomes new 4.3.2.4.1..
191,English_Shuffled,word_shuffle,Existing 4.3.2.4 paragraph 4.3.2.4.1. becomes new 4.3.2.4
191,English_CodeSwitch,code_switch,4.3.2.4 Existing paragraph 4.3.2.4 becomes new 4.3.2.4.1.
192,English_Clean,clean,"The present Protocol, of which the Arabic, Chinese, English, French, Russian and Spanish texts are equally authentic, shall be deposited in the archives of the United Nations."
192,English_CharNoise,char_noise,"The  present protocol, off which the Arabic,Chinese, lnglish, French, Russian and Spanish texts are eqmally authentic, shall be deposited in th arcchives of the United Nations."
192,English_Shuffled,word_shuffle,"The the Protocol, Spanish in the French, the present Arabic, Russian of and texts are equally authentic, shall be deposited which Chinese, archives of English, United Nations."
192,English_CodeSwitch,code_switch,"The present 的 of which 不 Arabic, Chinese, English, French, Russian and Spanish texts are で authentic, shall be 和 我 the 都 of と 人 Nations."
193,English_Clean,clean,It's gonna be off the hook.
193,English_CharNoise,char_noise,It's gonta e off the hook.
193,English_Shuffled,word_shuffle,It's gonna off be the hook.
193,English_CodeSwitch,code_switch,と gonna be off the hook.
194,English_Clean,clean,The Council considered questions concerning the activities of the GUUAM Information Office in Kyiv.
194,English_CharNoise,char_noise,The Council considered quetions concerning the activities ozthe GUUAM unformatipn Office in Kyiv.
194,English_Shuffled,word_shuffle,The Office of Council concerning considered activities the the GUUAM Information questions in Kyiv.
194,English_CodeSwitch,code_switch,The Council considered questions concerning の activities 我 the GUUAM Information Office in Kyiv.
195,English_Clean,clean,"Ms. Ivanova (The former Yugoslav Republic of Macedonia) said that school textbooks were an important means of socialization, at pre-primary, primary and secondary levels."
195,English_CharNoise,char_noise,"Ms. Ivanova (The former ugoslav Republic of Macedoniaa said that school texttbooks wer an impoytan means of socialization, at pre-primary, primary and secondary lsvels."
195,English_Shuffled,word_shuffle,"textbooks Ivanova school of important Republic were Macedonia) said that (The Ms. Yugoslav an former means of socialization, at pre-primary, primary levels. secondary and"
195,English_CodeSwitch,code_switch,"Ms. Ivanova 的 former Yugoslav 都 of Macedonia) said that school textbooks 不 an important means of socialization, 就 pre-primary, primary and secondary levels."
196,English_Clean,clean,"Negotiation on price outside these parameters is not permitted, even if offered by suppliers.” See, further, http://www.dti.gov.uk/about/procurement/procue8-8.htm."
196,English_CharNoise,char_noise,"Negotiationon price outside these pparameters is not pemitted, even if bffered by suppliers.” See, further, http://www.dti.gov.uk/about/procurement/procue8-8.htm."
196,English_Shuffled,word_shuffle,"http://www.dti.gov.uk/about/procurement/procue8-8.htm. on price outside these parameters further, offered suppliers.” even Negotiation not by permitted, See, is if"
196,English_CodeSwitch,code_switch,"Negotiation 都 price 都 も が は not permitted, even if offered を suppliers.” は further, http://www.dti.gov.uk/about/procurement/procue8-8.htm."
197,English_Clean,clean,Really?
197,English_CharNoise,char_noise,Really?
197,English_Shuffled,word_shuffle,Really?
197,English_CodeSwitch,code_switch,就
198,English_Clean,clean,"Legislation should pave the way for the electronic media to diversify and extend the many different types of artistic expression, expanding the content and enhancing cultural values accessible to societies."
198,English_CharNoise,char_noise,"Legislation should pave the wzy for the electronic media too diversify and  extend the many ddifferenttypes of artistiic excrjssio, expanding the content and ennhancing culltural valueseaccessible to soaieties."
198,English_Shuffled,word_shuffle,"should the many societies. way to the and media to diversify electronic extend the pave different types of Legislation the expanding expression, content and enhancing cultural for accessible values artistic"
198,English_CodeSwitch,code_switch,"Legislation が pave 就 way 就 the electronic です to diversify and extend the 人 different types of artistic expression, expanding the content 都 enhancing cultural values accessible to societies."
199,English_Clean,clean,International institutions specializing in information and telecommunication systems should also be involved in the debate.
199,English_CharNoise,char_noise,Internationaal istitutions speializin in informaation  and telecommunication sftems  sshould also b involved in the debbatm.
199,English_Shuffled,word_shuffle,International systems specializing and institutions in in information should also be involved telecommunication the debate.
199,English_CodeSwitch,code_switch,International institutions specializing in information です telecommunication systems should 都 be involved も the ます
200,English_Clean,clean,The Committee therefore considers that domestic remedies have been exhausted.
200,English_CharNoise,char_noise,The Committee therefore nnsiders that doomestc remedies havee been exhausted.
200,English_Shuffled,word_shuffle,been Committee remedies considers that therefore domestic have The exhausted.
200,English_CodeSwitch,code_switch,The Committee therefore 都 that domestic remedies have に exhausted.
201,English_Clean,clean,"They stressed the importance of achieving and maintaining a high level of readiness of the OPCW to provide timely and needed assistance and protection against use or threat of use of chemical weapons, including assistance to the victims of chemical weapons."
201,English_CharNoise,char_noise,"They  stressedvthe importance of chieving and maintainig a high level of readiness of the  OPCW to provide timely ad neeeded assistance and proteciion against use or threeat of use of chemicaal weapons, including assistance to the victims of chemical weapons."
201,English_Shuffled,word_shuffle,"assistance OPCW the importance chemical victims and maintaining a They or of readiness of the stressed of provide timely of needed including and protection against use level threat of use high weapons, of to assistance to the achieving and chemical weapons."
201,English_CodeSwitch,code_switch,They stressed と importance of achieving and maintaining a high level of readiness of the OPCW to provide timely and needed assistance and protection against use 和 和 of use of chemical を including assistance to the victims が chemical です
202,English_Clean,clean,"As at end December 2002, the service units had over 5,584 children in their care."
202,English_CharNoise,char_noise,"As at end December 2002, the service units had over 5,584 children in their care."
202,English_Shuffled,word_shuffle,"the at As December care. 2002, service units had over 5,584 children in their end"
202,English_CodeSwitch,code_switch,"As at end で 2002, の service units had が 5,584 children in their care."
203,English_Clean,clean,Three hours sleep.
203,English_CharNoise,char_noise,Thrreephours  sleep.
203,English_Shuffled,word_shuffle,Three hours sleep.
203,English_CodeSwitch,code_switch,Three hours sleep.
204,English_Clean,clean,The Committee will provide an update on marine acoustic technology in 2006.
204,English_CharNoise,char_noise,The Commiitteewill provide an update xn marine accoustic technology in 2h06.
204,English_Shuffled,word_shuffle,The Committee will provide technology update 2006. marine acoustic on in an
204,English_CodeSwitch,code_switch,The Committee will provide an update に marine acoustic 我 in を
