encoder,sentence_id,lang_a,lang_b,similarity
mE5,1476,English,Russian,0.9549
mE5,1477,English,Russian,0.8834
mE5,1478,English,Russian,0.9181
mE5,1479,English,Russian,0.9733
mE5,1480,English,Russian,0.9378
mE5,1481,English,Russian,0.9371
mE5,1482,English,Russian,0.8803
mE5,1483,English,Russian,0.8757
mE5,1484,English,Russian,0.9051
mE5,1485,English,Russian,0.8584
mE5,1486,English,Russian,0.8228
mE5,1487,English,Russian,0.8883
mE5,1488,English,Russian,0.9538
mE5,1489,English,Russian,0.9166
mE5,1490,English,Russian,0.9055
mE5,1491,English,Russian,0.9238
mE5,1492,English,Russian,0.9035
mE5,1493,English,Russian,0.9362
mE5,1494,English,Russian,0.9288
mE5,1495,English,Russian,0.8396
mE5,1496,English,Russian,0.9368
mE5,1497,English,Russian,0.8649
mE5,1498,English,Russian,0.9187
mE5,1499,English,Russian,0.9363
mE5,1500,English,Russian,0.9347
LaBSE,1,English,Chinese,0.8423
LaBSE,2,English,Chinese,0.8425
LaBSE,3,English,Chinese,0.7889
LaBSE,4,English,Chinese,0.8705
LaBSE,5,English,Chinese,0.8835
LaBSE,6,English,Chinese,0.9233
LaBSE,7,English,Chinese,0.6051
LaBSE,8,English,Chinese,0.772
LaBSE,9,English,Chinese,0.8428
LaBSE,10,English,Chinese,0.8119
LaBSE,11,English,Chinese,0.9346
LaBSE,12,English,Chinese,0.8965
LaBSE,13,English,Chinese,0.67
LaBSE,14,English,Chinese,0.9385
LaBSE,15,English,Chinese,0.9262
LaBSE,16,English,Chinese,0.8967
LaBSE,17,English,Chinese,0.9095
LaBSE,18,English,Chinese,0.7566
LaBSE,19,English,Chinese,0.8547
LaBSE,20,English,Chinese,0.8691
LaBSE,21,English,Chinese,0.8897
LaBSE,22,English,Chinese,0.8911
LaBSE,23,English,Chinese,0.872
LaBSE,24,English,Chinese,0.9327
LaBSE,25,English,Chinese,0.8252
LaBSE,26,English,Chinese,0.923
LaBSE,27,English,Chinese,1.0
LaBSE,28,English,Chinese,0.693
LaBSE,29,English,Chinese,0.8662
LaBSE,30,English,Chinese,0.9184
LaBSE,31,English,Chinese,0.9224
LaBSE,32,English,Chinese,0.4476
LaBSE,33,English,Chinese,0.9007
LaBSE,34,English,Chinese,0.745
LaBSE,35,English,Chinese,0.372
LaBSE,36,English,Chinese,0.8318
LaBSE,37,English,Chinese,0.6031
LaBSE,38,English,Chinese,0.7703
LaBSE,39,English,Chinese,0.8778
LaBSE,40,English,Chinese,0.8643
LaBSE,41,English,Chinese,0.674
LaBSE,42,English,Chinese,0.8728
LaBSE,43,English,Chinese,0.907
LaBSE,44,English,Chinese,0.8853
LaBSE,45,English,Chinese,0.8315
LaBSE,46,English,Chinese,0.8033
LaBSE,47,English,Chinese,0.8115
LaBSE,48,English,Chinese,0.8578
LaBSE,49,English,Chinese,0.6195
LaBSE,50,English,Chinese,0.8843
LaBSE,51,English,Chinese,0.8424
LaBSE,52,English,Chinese,0.8102
LaBSE,53,English,Chinese,0.7579
LaBSE,54,English,Chinese,0.6917
LaBSE,55,English,Chinese,0.7899
LaBSE,56,English,Chinese,0.7553
LaBSE,57,English,Chinese,0.8591
LaBSE,58,English,Chinese,0.8975
LaBSE,59,English,Chinese,0.7549
LaBSE,60,English,Chinese,0.8249
LaBSE,61,English,Chinese,0.7193
LaBSE,62,English,Chinese,0.7294
LaBSE,63,English,Chinese,0.8333
LaBSE,64,English,Chinese,0.8358
LaBSE,65,English,Chinese,0.8419
LaBSE,66,English,Chinese,0.4547
LaBSE,67,English,Chinese,0.8578
LaBSE,68,English,Chinese,0.8954
LaBSE,69,English,Chinese,0.9064
LaBSE,70,English,Chinese,0.9054
LaBSE,71,English,Chinese,0.8803
LaBSE,72,English,Chinese,0.8969
LaBSE,73,English,Chinese,0.7978
LaBSE,74,English,Chinese,0.9248
LaBSE,75,English,Chinese,0.0406
LaBSE,76,English,Chinese,0.8094
LaBSE,77,English,Chinese,0.817
LaBSE,78,English,Chinese,0.3522
LaBSE,79,English,Chinese,0.7808
LaBSE,80,English,Chinese,0.7266
LaBSE,81,English,Chinese,0.921
LaBSE,82,English,Chinese,0.8511
LaBSE,83,English,Chinese,0.198
LaBSE,84,English,Chinese,0.8532
LaBSE,85,English,Chinese,0.7497
LaBSE,86,English,Chinese,0.3541
LaBSE,87,English,Chinese,0.7635
LaBSE,88,English,Chinese,0.6023
LaBSE,89,English,Chinese,0.7696
LaBSE,90,English,Chinese,0.905
LaBSE,91,English,Chinese,0.8605
LaBSE,92,English,Chinese,0.9266
LaBSE,93,English,Chinese,0.7714
LaBSE,94,English,Chinese,0.8945
LaBSE,95,English,Chinese,0.8627
LaBSE,96,English,Chinese,0.9008
LaBSE,97,English,Chinese,0.8848
LaBSE,98,English,Chinese,0.979
LaBSE,99,English,Chinese,0.8999
LaBSE,100,English,Chinese,0.8834
LaBSE,101,English,Chinese,0.7379
LaBSE,102,English,Chinese,0.2438
LaBSE,103,English,Chinese,0.9353
LaBSE,104,English,Chinese,0.9178
LaBSE,105,English,Chinese,0.8864
LaBSE,106,English,Chinese,0.8519
LaBSE,107,English,Chinese,0.8728
LaBSE,108,English,Chinese,0.8814
LaBSE,109,English,Chinese,0.8322
LaBSE,110,English,Chinese,0.9183
LaBSE,111,English,Chinese,0.9144
LaBSE,112,English,Chinese,0.9054
LaBSE,113,English,Chinese,0.9562
LaBSE,114,English,Chinese,0.5943
LaBSE,115,English,Chinese,0.9469
LaBSE,116,English,Chinese,0.8067
LaBSE,117,English,Chinese,0.0771
LaBSE,118,English,Chinese,0.747
LaBSE,119,English,Chinese,1.0
LaBSE,120,English,Chinese,0.6112
LaBSE,121,English,Chinese,0.8785
LaBSE,122,English,Chinese,0.8893
LaBSE,123,English,Chinese,0.8598
LaBSE,124,English,Chinese,0.7495
LaBSE,125,English,Chinese,0.6214
LaBSE,126,English,Chinese,0.919
LaBSE,127,English,Chinese,0.4416
LaBSE,128,English,Chinese,0.9185
LaBSE,129,English,Chinese,0.9611
LaBSE,130,English,Chinese,0.8817
LaBSE,131,English,Chinese,0.3447
LaBSE,132,English,Chinese,0.8677
LaBSE,133,English,Chinese,0.7533
LaBSE,134,English,Chinese,0.8176
LaBSE,135,English,Chinese,0.7823
LaBSE,136,English,Chinese,0.7543
LaBSE,137,English,Chinese,0.8757
LaBSE,138,English,Chinese,0.8736
LaBSE,139,English,Chinese,0.5344
LaBSE,140,English,Chinese,0.7988
LaBSE,141,English,Chinese,0.8661
LaBSE,142,English,Chinese,0.8999
LaBSE,143,English,Chinese,0.9002
LaBSE,144,English,Chinese,0.8028
LaBSE,145,English,Chinese,0.7282
LaBSE,146,English,Chinese,0.8455
LaBSE,147,English,Chinese,0.0587
LaBSE,148,English,Chinese,0.805
LaBSE,149,English,Chinese,0.9059
LaBSE,150,English,Chinese,0.8186
LaBSE,151,English,Chinese,0.9076
LaBSE,152,English,Chinese,0.7086
LaBSE,153,English,Chinese,0.8399
LaBSE,154,English,Chinese,0.888
LaBSE,155,English,Chinese,0.7518
LaBSE,156,English,Chinese,0.8904
LaBSE,157,English,Chinese,0.0448
LaBSE,158,English,Chinese,0.9644
LaBSE,159,English,Chinese,0.8802
LaBSE,160,English,Chinese,0.8378
LaBSE,161,English,Chinese,0.8616
LaBSE,162,English,Chinese,0.8694
LaBSE,163,English,Chinese,0.715
LaBSE,164,English,Chinese,0.8163
LaBSE,165,English,Chinese,0.5987
LaBSE,166,English,Chinese,0.7551
LaBSE,167,English,Chinese,0.8098
LaBSE,168,English,Chinese,0.8085
LaBSE,169,English,Chinese,0.9112
LaBSE,170,English,Chinese,0.89
LaBSE,171,English,Chinese,0.723
LaBSE,172,English,Chinese,0.8807
LaBSE,173,English,Chinese,0.8838
LaBSE,174,English,Chinese,0.8598
LaBSE,175,English,Chinese,0.8704
LaBSE,176,English,Chinese,0.8972
LaBSE,177,English,Chinese,0.9324
LaBSE,178,English,Chinese,0.8546
LaBSE,179,English,Chinese,0.9198
LaBSE,180,English,Chinese,0.8808
LaBSE,181,English,Chinese,0.9336
LaBSE,182,English,Chinese,0.5676
LaBSE,183,English,Chinese,0.9355
LaBSE,184,English,Chinese,0.6497
LaBSE,185,English,Chinese,0.5087
LaBSE,186,English,Chinese,0.7225
LaBSE,187,English,Chinese,0.9154
LaBSE,188,English,Chinese,0.9005
LaBSE,189,English,Chinese,0.7719
LaBSE,190,English,Chinese,0.8843
LaBSE,191,English,Chinese,0.9233
LaBSE,192,English,Chinese,0.8601
LaBSE,193,English,Chinese,0.6038
LaBSE,194,English,Chinese,0.7961
LaBSE,195,English,Chinese,0.84
LaBSE,196,English,Chinese,0.9035
LaBSE,197,English,Chinese,0.9679
LaBSE,198,English,Chinese,0.919
LaBSE,199,English,Chinese,0.3597
LaBSE,200,English,Chinese,0.8783
LaBSE,201,English,Chinese,0.7865
LaBSE,202,English,Chinese,0.1267
LaBSE,203,English,Chinese,0.9042
LaBSE,204,English,Chinese,0.8759
LaBSE,205,English,Chinese,0.8873
LaBSE,206,English,Chinese,0.6825
LaBSE,207,English,Chinese,0.9026
LaBSE,208,English,Chinese,0.8033
LaBSE,209,English,Chinese,0.878
LaBSE,210,English,Chinese,0.8491
LaBSE,211,English,Chinese,0.7282
LaBSE,212,English,Chinese,0.1374
LaBSE,213,English,Chinese,0.8014
LaBSE,214,English,Chinese,0.8517
LaBSE,215,English,Chinese,0.9202
LaBSE,216,English,Chinese,0.8907
LaBSE,217,English,Chinese,0.9361
LaBSE,218,English,Chinese,0.8133
LaBSE,219,English,Chinese,0.8786
LaBSE,220,English,Chinese,0.835
LaBSE,221,English,Chinese,0.8759
LaBSE,222,English,Chinese,0.7981
LaBSE,223,English,Chinese,0.8305
LaBSE,224,English,Chinese,0.7929
LaBSE,225,English,Chinese,0.821
LaBSE,226,English,Chinese,0.6943
LaBSE,227,English,Chinese,0.4594
LaBSE,228,English,Chinese,0.7537
LaBSE,229,English,Chinese,0.1945
LaBSE,230,English,Chinese,0.8031
LaBSE,231,English,Chinese,0.8108
LaBSE,232,English,Chinese,0.4115
LaBSE,233,English,Chinese,0.8974
LaBSE,234,English,Chinese,0.8329
LaBSE,235,English,Chinese,0.8326
LaBSE,236,English,Chinese,0.8756
LaBSE,237,English,Chinese,0.6284
LaBSE,238,English,Chinese,0.9039
LaBSE,239,English,Chinese,0.8997
LaBSE,240,English,Chinese,0.713
LaBSE,241,English,Chinese,0.4897
LaBSE,242,English,Chinese,0.8644
LaBSE,243,English,Chinese,0.9203
LaBSE,244,English,Chinese,0.8293
LaBSE,245,English,Chinese,0.9122
LaBSE,246,English,Chinese,0.7835
LaBSE,247,English,Chinese,0.9359
LaBSE,248,English,Chinese,0.848
LaBSE,249,English,Chinese,0.8769
LaBSE,250,English,Chinese,0.8527
LaBSE,251,English,Chinese,0.8925
LaBSE,252,English,Chinese,0.5577
LaBSE,253,English,Chinese,0.9457
LaBSE,254,English,Chinese,0.938
LaBSE,255,English,Chinese,0.8884
LaBSE,256,English,Chinese,0.3574
LaBSE,257,English,Chinese,0.7434
LaBSE,258,English,Chinese,0.9069
LaBSE,259,English,Chinese,0.8695
LaBSE,260,English,Chinese,0.7769
LaBSE,261,English,Chinese,0.9049
LaBSE,262,English,Chinese,0.741
LaBSE,263,English,Chinese,0.9073
LaBSE,264,English,Chinese,0.8336
LaBSE,265,English,Chinese,0.3458
LaBSE,266,English,Chinese,0.8916
LaBSE,267,English,Chinese,0.8365
LaBSE,268,English,Chinese,0.8171
LaBSE,269,English,Chinese,0.7809
LaBSE,270,English,Chinese,0.8907
LaBSE,271,English,Chinese,0.8301
LaBSE,272,English,Chinese,0.6121
LaBSE,273,English,Chinese,0.8141
LaBSE,274,English,Chinese,0.0809
LaBSE,275,English,Chinese,0.8919
LaBSE,276,English,Chinese,0.9121
LaBSE,277,English,Chinese,0.8671
LaBSE,278,English,Chinese,0.7384
LaBSE,279,English,Chinese,0.5631
LaBSE,280,English,Chinese,0.927
LaBSE,281,English,Chinese,0.6534
LaBSE,282,English,Chinese,0.1544
LaBSE,283,English,Chinese,0.8487
LaBSE,284,English,Chinese,0.9093
LaBSE,285,English,Chinese,0.9472
LaBSE,286,English,Chinese,0.8848
LaBSE,287,English,Chinese,0.5092
LaBSE,288,English,Chinese,0.6565
LaBSE,289,English,Chinese,0.4261
LaBSE,290,English,Chinese,0.8163
LaBSE,291,English,Chinese,0.8969
LaBSE,292,English,Chinese,0.8767
LaBSE,293,English,Chinese,0.8165
LaBSE,294,English,Chinese,0.8849
LaBSE,295,English,Chinese,0.8104
LaBSE,296,English,Chinese,0.8938
LaBSE,297,English,Chinese,0.9194
LaBSE,298,English,Chinese,0.8133
LaBSE,299,English,Chinese,0.88
LaBSE,300,English,Chinese,0.8291
LaBSE,301,English,Chinese,0.8887
LaBSE,302,English,Chinese,0.5523
LaBSE,303,English,Chinese,0.8677
LaBSE,304,English,Chinese,0.8198
LaBSE,305,English,Chinese,0.7991
LaBSE,306,English,Chinese,0.8432
LaBSE,307,English,Chinese,0.7916
LaBSE,308,English,Chinese,0.8632
LaBSE,309,English,Chinese,0.7757
LaBSE,310,English,Chinese,0.8319
LaBSE,311,English,Chinese,0.8641
LaBSE,312,English,Chinese,0.836
LaBSE,313,English,Chinese,0.9023
LaBSE,314,English,Chinese,0.7935
LaBSE,315,English,Chinese,0.8231
LaBSE,316,English,Chinese,0.8141
LaBSE,317,English,Chinese,0.8853
LaBSE,318,English,Chinese,0.9535
LaBSE,319,English,Chinese,0.6138
LaBSE,320,English,Chinese,0.8063
LaBSE,321,English,Chinese,0.8754
LaBSE,322,English,Chinese,0.8694
LaBSE,323,English,Chinese,0.6988
LaBSE,324,English,Chinese,0.7571
LaBSE,325,English,Chinese,1.0
LaBSE,326,English,Chinese,0.9241
LaBSE,327,English,Chinese,0.9218
LaBSE,328,English,Chinese,0.9158
LaBSE,329,English,Chinese,0.9154
LaBSE,330,English,Chinese,0.8552
LaBSE,331,English,Chinese,0.1311
LaBSE,332,English,Chinese,0.9559
LaBSE,333,English,Chinese,0.8761
LaBSE,334,English,Chinese,0.8582
LaBSE,335,English,Chinese,0.8169
LaBSE,336,English,Chinese,0.8901
LaBSE,337,English,Chinese,0.8343
LaBSE,338,English,Chinese,0.8055
LaBSE,339,English,Chinese,0.8837
LaBSE,340,English,Chinese,0.8811
LaBSE,341,English,Chinese,0.6377
LaBSE,342,English,Chinese,0.8783
LaBSE,343,English,Chinese,0.7379
LaBSE,344,English,Chinese,0.832
LaBSE,345,English,Chinese,0.9057
LaBSE,346,English,Chinese,0.8656
LaBSE,347,English,Chinese,0.8816
LaBSE,348,English,Chinese,0.8997
LaBSE,349,English,Chinese,0.7921
LaBSE,350,English,Chinese,0.8504
LaBSE,351,English,Chinese,0.9193
LaBSE,352,English,Chinese,0.7631
LaBSE,353,English,Chinese,0.9068
LaBSE,354,English,Chinese,0.8878
LaBSE,355,English,Chinese,0.9008
LaBSE,356,English,Chinese,0.7841
LaBSE,357,English,Chinese,0.8565
LaBSE,358,English,Chinese,0.9338
LaBSE,359,English,Chinese,0.7291
LaBSE,360,English,Chinese,0.9165
LaBSE,361,English,Chinese,0.8477
LaBSE,362,English,Chinese,0.4475
LaBSE,363,English,Chinese,0.433
LaBSE,364,English,Chinese,0.8337
LaBSE,365,English,Chinese,0.8435
LaBSE,366,English,Chinese,0.7951
LaBSE,367,English,Chinese,0.8305
LaBSE,368,English,Chinese,0.5642
LaBSE,369,English,Chinese,0.7514
LaBSE,370,English,Chinese,0.8931
LaBSE,371,English,Chinese,0.8814
LaBSE,372,English,Chinese,0.7752
LaBSE,373,English,Chinese,0.8486
LaBSE,374,English,Chinese,0.7683
LaBSE,375,English,Chinese,0.9569
LaBSE,376,English,Chinese,0.7344
LaBSE,377,English,Chinese,0.8865
LaBSE,378,English,Chinese,0.8262
LaBSE,379,English,Chinese,0.8128
LaBSE,380,English,Chinese,0.7946
LaBSE,381,English,Chinese,0.8243
LaBSE,382,English,Chinese,0.6863
LaBSE,383,English,Chinese,0.862
LaBSE,384,English,Chinese,0.8627
LaBSE,385,English,Chinese,0.8
LaBSE,386,English,Chinese,0.8887
LaBSE,387,English,Chinese,0.8734
LaBSE,388,English,Chinese,0.8101
LaBSE,389,English,Chinese,0.4611
LaBSE,390,English,Chinese,0.897
LaBSE,391,English,Chinese,0.385
LaBSE,392,English,Chinese,0.8726
LaBSE,393,English,Chinese,0.7538
LaBSE,394,English,Chinese,0.7183
LaBSE,395,English,Chinese,0.012
LaBSE,396,English,Chinese,0.6326
LaBSE,397,English,Chinese,0.8429
LaBSE,398,English,Chinese,0.752
LaBSE,399,English,Chinese,0.7603
LaBSE,400,English,Chinese,0.7341
LaBSE,401,English,Chinese,0.7591
LaBSE,402,English,Chinese,0.9156
LaBSE,403,English,Chinese,0.4398
LaBSE,404,English,Chinese,0.9301
LaBSE,405,English,Chinese,0.8735
LaBSE,406,English,Chinese,0.6075
LaBSE,407,English,Chinese,0.8129
LaBSE,408,English,Chinese,0.5004
LaBSE,409,English,Chinese,0.768
LaBSE,410,English,Chinese,0.6877
LaBSE,411,English,Chinese,0.477
LaBSE,412,English,Chinese,0.7738
LaBSE,413,English,Chinese,0.2714
LaBSE,414,English,Chinese,0.8884
LaBSE,415,English,Chinese,0.7747
LaBSE,416,English,Chinese,0.8417
LaBSE,417,English,Chinese,0.8389
LaBSE,418,English,Chinese,0.9131
LaBSE,419,English,Chinese,0.9019
LaBSE,420,English,Chinese,0.8956
LaBSE,421,English,Chinese,0.502
LaBSE,422,English,Chinese,0.8376
LaBSE,423,English,Chinese,0.8283
LaBSE,424,English,Chinese,0.9274
LaBSE,425,English,Chinese,0.95
LaBSE,426,English,Chinese,0.8935
LaBSE,427,English,Chinese,0.9195
LaBSE,428,English,Chinese,0.8764
LaBSE,429,English,Chinese,0.758
LaBSE,430,English,Chinese,0.7658
LaBSE,431,English,Chinese,0.7938
LaBSE,432,English,Chinese,0.8441
LaBSE,433,English,Chinese,0.8756
LaBSE,434,English,Chinese,0.7128
LaBSE,435,English,Chinese,0.786
LaBSE,436,English,Chinese,0.9146
LaBSE,437,English,Chinese,0.7844
LaBSE,438,English,Chinese,0.7727
LaBSE,439,English,Chinese,0.885
LaBSE,440,English,Chinese,0.8771
LaBSE,441,English,Chinese,0.6024
LaBSE,442,English,Chinese,0.2339
LaBSE,443,English,Chinese,0.8867
LaBSE,444,English,Chinese,0.2243
LaBSE,445,English,Chinese,0.9183
LaBSE,446,English,Chinese,0.8502
LaBSE,447,English,Chinese,0.9339
LaBSE,448,English,Chinese,0.4627
LaBSE,449,English,Chinese,0.8956
LaBSE,450,English,Chinese,0.6969
LaBSE,451,English,Chinese,0.907
LaBSE,452,English,Chinese,0.9159
LaBSE,453,English,Chinese,0.8364
LaBSE,454,English,Chinese,0.8907
LaBSE,455,English,Chinese,0.8479
LaBSE,456,English,Chinese,0.7726
LaBSE,457,English,Chinese,0.4627
LaBSE,458,English,Chinese,0.9593
LaBSE,459,English,Chinese,0.3938
LaBSE,460,English,Chinese,0.7989
LaBSE,461,English,Chinese,0.8748
LaBSE,462,English,Chinese,0.8982
LaBSE,463,English,Chinese,0.7047
LaBSE,464,English,Chinese,0.9037
LaBSE,465,English,Chinese,0.8562
LaBSE,466,English,Chinese,0.8696
LaBSE,467,English,Chinese,0.8502
LaBSE,468,English,Chinese,0.5786
LaBSE,469,English,Chinese,0.7438
LaBSE,470,English,Chinese,0.9157
LaBSE,471,English,Chinese,0.7813
LaBSE,472,English,Chinese,0.831
LaBSE,473,English,Chinese,0.8818
LaBSE,474,English,Chinese,0.8972
LaBSE,475,English,Chinese,0.6926
LaBSE,476,English,Chinese,0.8854
LaBSE,477,English,Chinese,0.7542
LaBSE,478,English,Chinese,0.9079
LaBSE,479,English,Chinese,0.789
LaBSE,480,English,Chinese,0.9355
LaBSE,481,English,Chinese,0.9111
LaBSE,482,English,Chinese,0.9253
LaBSE,483,English,Chinese,0.882
LaBSE,484,English,Chinese,0.8396
LaBSE,485,English,Chinese,0.2674
LaBSE,486,English,Chinese,0.8945
LaBSE,487,English,Chinese,0.8726
LaBSE,488,English,Chinese,0.869
LaBSE,489,English,Chinese,0.8701
LaBSE,490,English,Chinese,0.8404
LaBSE,491,English,Chinese,0.7566
LaBSE,492,English,Chinese,0.8912
LaBSE,493,English,Chinese,0.8989
LaBSE,494,English,Chinese,0.9338
LaBSE,495,English,Chinese,0.8633
LaBSE,496,English,Chinese,0.8479
LaBSE,497,English,Chinese,0.8138
LaBSE,498,English,Chinese,0.6657
LaBSE,499,English,Chinese,0.7459
LaBSE,500,English,Chinese,0.9139
LaBSE,501,English,Japanese,0.5066
LaBSE,502,English,Japanese,0.3094
LaBSE,503,English,Japanese,0.5811
LaBSE,504,English,Japanese,0.1661
LaBSE,505,English,Japanese,0.9061
LaBSE,506,English,Japanese,0.3488
LaBSE,507,English,Japanese,0.7911
LaBSE,508,English,Japanese,0.6073
LaBSE,509,English,Japanese,0.7775
LaBSE,510,English,Japanese,0.7499
LaBSE,511,English,Japanese,0.6154
LaBSE,512,English,Japanese,0.7941
LaBSE,513,English,Japanese,0.6271
LaBSE,514,English,Japanese,0.4695
LaBSE,515,English,Japanese,0.527
LaBSE,516,English,Japanese,0.7587
LaBSE,517,English,Japanese,0.5984
LaBSE,518,English,Japanese,0.5632
LaBSE,519,English,Japanese,0.6174
LaBSE,520,English,Japanese,0.6136
LaBSE,521,English,Japanese,0.7413
LaBSE,522,English,Japanese,0.6517
LaBSE,523,English,Japanese,0.2414
LaBSE,524,English,Japanese,0.2685
LaBSE,525,English,Japanese,0.5185
LaBSE,526,English,Japanese,0.8408
LaBSE,527,English,Japanese,0.4141
LaBSE,528,English,Japanese,0.6781
LaBSE,529,English,Japanese,0.7148
LaBSE,530,English,Japanese,0.775
LaBSE,531,English,Japanese,0.6325
LaBSE,532,English,Japanese,0.5303
LaBSE,533,English,Japanese,0.7538
LaBSE,534,English,Japanese,0.5603
LaBSE,535,English,Japanese,0.7178
LaBSE,536,English,Japanese,0.737
LaBSE,537,English,Japanese,1.0
LaBSE,538,English,Japanese,0.5152
LaBSE,539,English,Japanese,0.7118
LaBSE,540,English,Japanese,0.745
LaBSE,541,English,Japanese,0.3481
LaBSE,542,English,Japanese,0.3594
LaBSE,543,English,Japanese,0.8956
LaBSE,544,English,Japanese,0.383
LaBSE,545,English,Japanese,0.8739
LaBSE,546,English,Japanese,0.7722
LaBSE,547,English,Japanese,0.4593
LaBSE,548,English,Japanese,0.8267
LaBSE,549,English,Japanese,0.6634
LaBSE,550,English,Japanese,0.8565
LaBSE,551,English,Japanese,0.2772
LaBSE,552,English,Japanese,0.5341
LaBSE,553,English,Japanese,0.8876
LaBSE,554,English,Japanese,0.7258
LaBSE,555,English,Japanese,0.5224
LaBSE,556,English,Japanese,0.8924
LaBSE,557,English,Japanese,0.7298
LaBSE,558,English,Japanese,0.5804
LaBSE,559,English,Japanese,0.3726
LaBSE,560,English,Japanese,1.0
LaBSE,561,English,Japanese,0.5097
LaBSE,562,English,Japanese,0.6773
LaBSE,563,English,Japanese,0.0587
LaBSE,564,English,Japanese,0.4868
LaBSE,565,English,Japanese,0.5597
LaBSE,566,English,Japanese,0.7624
LaBSE,567,English,Japanese,0.7063
LaBSE,568,English,Japanese,0.8465
LaBSE,569,English,Japanese,0.2462
LaBSE,570,English,Japanese,0.7411
LaBSE,571,English,Japanese,0.4334
LaBSE,572,English,Japanese,0.429
LaBSE,573,English,Japanese,0.6689
LaBSE,574,English,Japanese,0.605
LaBSE,575,English,Japanese,0.671
LaBSE,576,English,Japanese,0.5165
LaBSE,577,English,Japanese,0.4313
LaBSE,578,English,Japanese,0.6984
LaBSE,579,English,Japanese,0.9089
LaBSE,580,English,Japanese,0.7392
LaBSE,581,English,Japanese,0.8127
LaBSE,582,English,Japanese,0.3769
LaBSE,583,English,Japanese,0.4166
LaBSE,584,English,Japanese,0.7042
LaBSE,585,English,Japanese,0.7566
LaBSE,586,English,Japanese,0.4724
LaBSE,587,English,Japanese,0.9024
LaBSE,588,English,Japanese,0.4529
LaBSE,589,English,Japanese,0.9384
LaBSE,590,English,Japanese,0.8077
LaBSE,591,English,Japanese,0.3003
LaBSE,592,English,Japanese,0.7183
LaBSE,593,English,Japanese,0.1624
LaBSE,594,English,Japanese,0.4393
LaBSE,595,English,Japanese,0.6214
LaBSE,596,English,Japanese,0.5399
LaBSE,597,English,Japanese,0.6598
LaBSE,598,English,Japanese,0.3989
LaBSE,599,English,Japanese,0.5551
LaBSE,600,English,Japanese,0.8487
LaBSE,601,English,Japanese,0.5798
LaBSE,602,English,Japanese,0.8886
LaBSE,603,English,Japanese,0.6602
LaBSE,604,English,Japanese,0.0593
LaBSE,605,English,Japanese,0.5336
LaBSE,606,English,Japanese,0.9325
LaBSE,607,English,Japanese,1.0
LaBSE,608,English,Japanese,0.0241
LaBSE,609,English,Japanese,0.5011
LaBSE,610,English,Japanese,0.4208
LaBSE,611,English,Japanese,0.4341
LaBSE,612,English,Japanese,0.4816
LaBSE,613,English,Japanese,0.5662
LaBSE,614,English,Japanese,0.7683
LaBSE,615,English,Japanese,0.8869
LaBSE,616,English,Japanese,0.8564
LaBSE,617,English,Japanese,0.4076
LaBSE,618,English,Japanese,0.1821
LaBSE,619,English,Japanese,0.778
LaBSE,620,English,Japanese,0.5169
LaBSE,621,English,Japanese,0.8457
LaBSE,622,English,Japanese,0.684
LaBSE,623,English,Japanese,0.6956
LaBSE,624,English,Japanese,0.513
LaBSE,625,English,Japanese,0.5135
LaBSE,626,English,Japanese,0.6355
LaBSE,627,English,Japanese,0.2013
LaBSE,628,English,Japanese,0.7151
LaBSE,629,English,Japanese,0.2945
LaBSE,630,English,Japanese,0.5098
LaBSE,631,English,Japanese,0.2865
LaBSE,632,English,Japanese,0.3577
LaBSE,633,English,Japanese,0.6909
LaBSE,634,English,Japanese,0.9245
LaBSE,635,English,Japanese,0.518
LaBSE,636,English,Japanese,0.5634
LaBSE,637,English,Japanese,0.7045
LaBSE,638,English,Japanese,0.4439
LaBSE,639,English,Japanese,0.6834
LaBSE,640,English,Japanese,0.6341
LaBSE,641,English,Japanese,0.3996
LaBSE,642,English,Japanese,0.2691
LaBSE,643,English,Japanese,0.8263
LaBSE,644,English,Japanese,0.8295
LaBSE,645,English,Japanese,0.5817
LaBSE,646,English,Japanese,0.8725
LaBSE,647,English,Japanese,0.339
LaBSE,648,English,Japanese,0.7687
LaBSE,649,English,Japanese,0.6095
LaBSE,650,English,Japanese,0.3908
LaBSE,651,English,Japanese,0.6355
LaBSE,652,English,Japanese,0.7271
LaBSE,653,English,Japanese,0.541
LaBSE,654,English,Japanese,0.8152
LaBSE,655,English,Japanese,0.84
LaBSE,656,English,Japanese,0.7338
LaBSE,657,English,Japanese,0.7677
LaBSE,658,English,Japanese,0.8341
LaBSE,659,English,Japanese,0.5047
LaBSE,660,English,Japanese,0.2529
LaBSE,661,English,Japanese,0.6268
LaBSE,662,English,Japanese,0.8431
LaBSE,663,English,Japanese,0.5029
LaBSE,664,English,Japanese,0.8336
LaBSE,665,English,Japanese,0.826
LaBSE,666,English,Japanese,0.8688
LaBSE,667,English,Japanese,0.6236
LaBSE,668,English,Japanese,0.7877
LaBSE,669,English,Japanese,0.199
LaBSE,670,English,Japanese,0.6412
LaBSE,671,English,Japanese,0.5497
LaBSE,672,English,Japanese,0.5041
LaBSE,673,English,Japanese,0.5323
LaBSE,674,English,Japanese,0.3748
LaBSE,675,English,Japanese,0.8602
LaBSE,676,English,Japanese,0.6917
LaBSE,677,English,Japanese,0.4496
LaBSE,678,English,Japanese,0.8223
LaBSE,679,English,Japanese,0.5448
LaBSE,680,English,Japanese,0.5289
