sentence_id,language_code,language_name,pair_language,text
6374,eng_Latn,English,Nepali,Saint Helier
6374,ne,Nepali,Nepali,सेन्ट हेलेना
6375,eng_Latn,English,Nepali,; (#059;) Semicolon
6375,ne,Nepali,Nepali,; (# 059;) अर्धबिराम
6376,eng_Latn,English,Nepali,Cannot move or copy folder %1 because it is not completely copied itself.
6376,ne,Nepali,Nepali,फोल्डर% 1 तलको आफ्नो सब- फोल्डरमा सार्न सकिँदैन ।
6377,eng_Latn,English,Nepali,Incomplete multibyte sequence in input
6377,ne,Nepali,Nepali,रूपान्तरण आगतमा अवैध बाइट अनुक्रम
6378,eng_Latn,English,Nepali,following-sibling
6378,ne,Nepali,Nepali,पछिल्ला-सिब्लिङ
6379,eng_Latn,English,Nepali,Color _dithering:
6379,ne,Nepali,Nepali,रङ हल्लाउनु:
6380,eng_Latn,English,Nepali,_Host name:
6380,ne,Nepali,Nepali,_होस्टनाम:
6381,eng_Latn,English,Nepali,Find Possible Search Bases
6381,ne,Nepali,Nepali,संभाव्य खोजी आधारहरू फेला पार्नुहोस्
6382,eng_Latn,English,Nepali,Disable command line
6382,ne,Nepali,Nepali,आदेश लाइन अक्षम पार्नुहोस्
6383,eng_Latn,English,Nepali,Fetches an image for the selected translation
6383,ne,Nepali,Nepali,सही अनुवाद प्रविष्ट गर्नुहोस्:
6384,eng_Latn,English,Nepali,"Long action completed (download, CD burning, etc.)"
6384,ne,Nepali,Nepali,Sound event
6385,eng_Latn,English,Nepali,Processor Information
6385,ne,Nepali,Nepali,प्रोसेसर सूचनाName
6386,eng_Latn,English,Nepali,redness-cr709f
6386,ne,Nepali,Nepali,रातोपन-cr709f
6387,eng_Latn,English,Nepali,Current Password:
6387,ne,Nepali,Nepali,हालको पासवर्ड:
6388,eng_Latn,English,Nepali,Program '%s' is not a local file
6388,ne,Nepali,Nepali,'%s' कार्यक्रम स्थानीय फाइल होइन
6389,eng_Latn,English,Nepali,Align all visible layers of the image
6389,ne,Nepali,Nepali,छविको सबै तहहरू दृश्यात्मक तहहरू पङ्क्तिबद्ध गर्नुहोस्
6390,eng_Latn,English,Nepali,Syloti Nagri
6390,ne,Nepali,Nepali,सालोटि नाग्रीKCharselect unicode block name
6391,eng_Latn,English,Nepali,Search for and replace a string or regular expression with another string
6391,ne,Nepali,Nepali,एउटा स्ट्रिङ वा नियमित अभिव्यक्तिलाई अन्य स्ट्रिङसँग खोजी गरेर बदल्नुहोस्
6392,eng_Latn,English,Nepali,Rurrenabaque
6392,ne,Nepali,Nepali,रुरेनाबाक्वि
6393,eng_Latn,English,Nepali,Allow drawing of alternating color rows
6393,ne,Nepali,Nepali,वैकल्पिक रङ्गपंक्ति खिच्ने अनुमति
6394,eng_Latn,English,Nepali,_Save as iCalendar...
6394,ne,Nepali,Nepali,आइ पात्रोको रूपमा अगाडि पठाउनुहोस्...
6395,eng_Latn,English,Nepali,Cannot kill process with PID %d with signal %d. %s
6395,ne,Nepali,Nepali,pid %d सँग सङ्केत %d भएको प्रक्रिया नष्ट गर्न सकिदैँन । %s
6396,eng_Latn,English,Nepali,Open with %s
6396,ne,Nepali,Nepali,%s सँग खोल्नुहोस्
6397,eng_Latn,English,Nepali,Delete the selected template
6397,ne,Nepali,Nepali,चयन गरिएको टेम्प्लेटलाई मेट्नुहोस्
6398,eng_Latn,English,Nepali,_Start time:
6398,ne,Nepali,Nepali,सुरुआत समय:
6399,eng_Latn,English,Nepali,The name of the startup program cannot be empty
6399,ne,Nepali,Nepali,सुरुआत कार्यक्रमको नामलाई खाली गर्न सकिँदैन
6400,eng_Latn,English,Nepali,Romanian flag smooth
6400,ne,Nepali,Nepali,रोमानियन महीन झण्डा
6401,eng_Latn,English,Nepali,Afghanistan
6401,ne,Nepali,Nepali,अफगानिस्तानworld. kgm
6402,eng_Latn,English,Nepali,Berens River
6402,ne,Nepali,Nepali,बेरेन्स नदी
6403,eng_Latn,English,Nepali,"Sorry, passwords do not match"
6403,ne,Nepali,Nepali,माफ गर्नुहोस्। पासवर्ड मिलेको छैन
6404,eng_Latn,English,Nepali,"Geometry (x, y, width, height): %d, %d, %d, %d"
6404,ne,Nepali,Nepali,"जमेट्री (x, y, चौडाइ, उचाइ): %d, %d, %d, %d family"
6405,eng_Latn,English,Nepali,Obstructed: %s
6405,ne,Nepali,Nepali,सुरु गरियो:
6406,eng_Latn,English,Nepali,"If TRUE, pressing the right mouse button on the notebook pops up a menu that you can use to go to a page"
6406,ne,Nepali,Nepali,यदि सत्य हो भने अभ्यास पुस्तिकाको दायाँ माउस बटन थिच्दा मेनु पप-अप गरिन्छ र तपाईँ पन्नाभित्र जान सक्नुहुन्छ
6407,eng_Latn,English,Nepali,The Ziggurat
6407,ne,Nepali,Nepali,जिग्गुरात
6408,eng_Latn,English,Nepali,Set current thread
6408,ne,Nepali,Nepali,हालको थ्रेड सेट गर्नुहोस्
6409,eng_Latn,English,Nepali,Listen for commands on stdin
6409,ne,Nepali,Nepali,stdin मा आदेशको लागि सुन्नुहोस्
6410,eng_Latn,English,Nepali,Other Revision:
6410,ne,Nepali,Nepali,संशोधन:
6411,eng_Latn,English,Nepali,is greater than
6411,ne,Nepali,Nepali,भन्दा ठूलो छ
6412,eng_Latn,English,Nepali,Layer Attributes
6412,ne,Nepali,Nepali,तहको गुण
6413,eng_Latn,English,Nepali,There was an error displaying help: %s
6413,ne,Nepali,Nepali,मद्दत प्रदर्शन गर्दा त्यहाँ एउटा त्रुटि थियो: %s
6414,eng_Latn,English,Nepali,Pacific/Funafuti
6414,ne,Nepali,Nepali,प्यासिफिक/फुनाफुटि
6415,eng_Latn,English,Nepali,Font family
6415,ne,Nepali,Nepali,वर्ण परिवार
6416,eng_Latn,English,Nepali,Are you sure you want to delete these contact lists?
6416,ne,Nepali,Nepali,तपाईँ यी सम्पर्क सूचीहरू मेट्न निश्चित हनुहुन्छ ?
6417,eng_Latn,English,Nepali,Make a _Link
6417,ne,Nepali,Nepali,लिङ्क बनाउनुहोस्
6418,eng_Latn,English,Nepali,The PNM/PBM/PGM/PPM image format family
6418,ne,Nepali,Nepali,PNM/PBM/PGM/PPM छवि ढाँचा परिवार
6419,eng_Latn,English,Nepali,Switch to the next tab group
6419,ne,Nepali,Nepali,पछिल्लो पृष्ठ देखाउनुहोस्
6420,eng_Latn,English,Nepali,Generic error
6420,ne,Nepali,Nepali,जेनेरिक त्रुटि
6421,eng_Latn,English,Nepali,Functions looking up values in databases
6421,ne,Nepali,Nepali,डेटाबेसको मान हेर्ने प्रकार्यहरू
6422,eng_Latn,English,Nepali,Sync your local copy with the CVS tree
6422,ne,Nepali,Nepali,सीभीएस (CVS) ट्रिसँग तपाईँको स्थानीय नक्कल समक्रमण गर्नुहोस् ।
6423,eng_Latn,English,Nepali,A PGP key allows you to encrypt email or files to other people.
6423,ne,Nepali,Nepali,पीजीपी कुञ्जीले तपाईँलाई अन्य व्यक्तिसँग इमेल वा फाइलहरू गुप्तिकरण गर्न अनुमति दिन्छ ।
6424,eng_Latn,English,Nepali,Check Style
6424,ne,Nepali,Nepali,शैली जाँच गर्नुहोस्
6425,eng_Latn,English,Nepali,Hopeful Descent
6425,ne,Nepali,Nepali,आशावादी चढाई
6426,eng_Latn,English,Nepali,an unknown sender
6426,ne,Nepali,Nepali,एउटा अज्ञात प्रेषक
6427,eng_Latn,English,Nepali,Click to add this path to the list
6427,ne,Nepali,Nepali,सम्पादन गर्न लिने बाटोमा क्लिक गर्नुहोस्
6428,eng_Latn,English,Nepali,Short inline quotation
6428,ne,Nepali,Nepali,छोटो इनलाइन उद्धरण
6429,eng_Latn,English,Nepali,One minute
6429,ne,Nepali,Nepali,एक मिनेट
6430,eng_Latn,English,Nepali,Show/Hide the window side pane.
6430,ne,Nepali,Nepali,सञ्झ्याल साइड फलक देखाउनुहोस्/लुकाउनुहोस् ।
6431,eng_Latn,English,Nepali,Font stretch set
6431,ne,Nepali,Nepali,फन्ट विस्तार सेट
6432,eng_Latn,English,Nepali,Delete the selected task list
6432,ne,Nepali,Nepali,चयन गरिएका कार्यहरू मेट्नुहोस्
6433,eng_Latn,English,Nepali,autocomplete
6433,ne,Nepali,Nepali,स्वत:समाप्ती
6434,eng_Latn,English,Nepali,Empty _Trash
6434,ne,Nepali,Nepali,रद्दीटोकरी खाली गर्नुहोस्
6435,eng_Latn,English,Nepali,[vcard_BAR_csv]
6435,ne,Nepali,Nepali,[vcard_BAR_csv]
6436,eng_Latn,English,Nepali,Keep above
6436,ne,Nepali,Nepali,cursor-format
6437,eng_Latn,English,Nepali,"Click to remove the ""%s"" search option."
6437,ne,Nepali,Nepali,"खोजी विकल्प ""%s"" हटाउन क्लिक गर्नुहोस् ।"
6438,eng_Latn,English,Nepali,Minimum Value
6438,ne,Nepali,Nepali,कम्ती मूल्य
6439,eng_Latn,English,Nepali,OpenOffice.org spreadsheet
6439,ne,Nepali,Nepali,ओपन अफिस.ओ आर जि स्प्रेडशिट
6440,eng_Latn,English,Nepali,Select the number of times to replicate the selected segment.
6440,ne,Nepali,Nepali,चयन गरिएको खण्ड रेप्लिकेट कति पटक गरिने हो चयन गर्नुहोस्।
6441,eng_Latn,English,Nepali,Image saved to '%s'
6441,ne,Nepali,Nepali,'%s' मा बचत गरिएको छवि
6442,eng_Latn,English,Nepali,Chinese Simplified (_GB18030)
6442,ne,Nepali,Nepali,सरलिकृत चिनियाँ (_GB18030)
6443,eng_Latn,English,Nepali,Audiosource:
6443,ne,Nepali,Nepali,अडियो स्रोत:
6444,eng_Latn,English,Nepali,_Find keys via:
6444,ne,Nepali,Nepali,यस मार्फत कुञ्जीहरू फेला पार्नुहोस्:
6445,eng_Latn,English,Nepali,Document ended unexpectedly inside the close tag for element '%s'
6445,ne,Nepali,Nepali,तत्व '%s' का लागि बन्द ट्याग भित्र कागजात अनपेक्षित रूपले समाप्त भयो।
6446,eng_Latn,English,Nepali,"If this is checked, KDM will use the settings below for the background. If it is disabled, you have to look after the background yourself. This is done by running some program (possibly xsetroot) in the script specified in the Setup= option in kdmrc (usually Xsetup)."
6446,ne,Nepali,Nepali,"यदि यसमा चिन्ह राखियो भने, के डी एम ले पृष्ठभूमिका लागि तलका सेटिङहरू प्रयोग गर्नेछ । यदि यो अक्षम पारियो भने, तपाईँले पृष्ठभूमिको पछि आफै हेर्नुपर्नेछ । यो कार्य सेटअप ‌‌‌= kdmrc मा विकल्प (प्रायजसो एक्स सेटअप) मा निर्दिष्ट गरिएको स्क्रिप्टमा केही प्रोगाम (सम्भवत xsetroot) चलाएर गरिन्छ ।"
6447,eng_Latn,English,Nepali,Could not cancel operation
6447,ne,Nepali,Nepali,सञ्चालन रद्द गर्न सकेन
6448,eng_Latn,English,Nepali,Display title of the applet
6448,ne,Nepali,Nepali,प्लगइनको शीर्षक प्रदर्शन गर्नुहोस्
6449,eng_Latn,English,Nepali,"Stock label, media"
6449,ne,Nepali,Nepali,"रेकर्ड गर्नुहोस्Stock label, media"
6450,eng_Latn,English,Nepali,Advanced Search
6450,ne,Nepali,Nepali,उन्नत खोजी
6451,eng_Latn,English,Nepali,Create a rule to filter messages to these recipients
6451,ne,Nepali,Nepali,यी प्रापकहरूका लागि सन्देशहरू फिल्टर गर्न एक नियम सिर्जना गर्नुहोस्
6452,eng_Latn,English,Nepali,You must specify a dialog type. See 'zenity --help' for details
6452,ne,Nepali,Nepali,तपाईँले संवाद प्रकार निर्दिष्ट गर्नुपर्छ । विस्तृतका लागि 'zenity --help' हेर्नुहोस्
6453,eng_Latn,English,Nepali,Promotion Type:
6453,ne,Nepali,Nepali,वृद्धि प्रकार
6454,eng_Latn,English,Nepali,Baker City
6454,ne,Nepali,Nepali,बेकर शहर
6455,eng_Latn,English,Nepali,_Bump Map...
6455,ne,Nepali,Nepali,बम्प मानचित्र...
6456,eng_Latn,English,Nepali,Tali Preferences
6456,ne,Nepali,Nepali,तालि प्राथमिकता
6457,eng_Latn,English,Nepali,South - Southeast
6457,ne,Nepali,Nepali,दक्षिण - दक्षिण पूर्व
6458,eng_Latn,English,Nepali,Bella Coola
6458,ne,Nepali,Nepali,बेल्ला कूला
6459,eng_Latn,English,Nepali,"Add blended backgrounds, highlights, and shadows to the selected region (or alpha)"
6459,ne,Nepali,Nepali,"चयन गरिएका क्षेत्र (वा अल्फा) मा मिश्रित पृष्ठभूमि, हाइलाइट, र छायाँ थप्नुहोस्"
6460,eng_Latn,English,Nepali,Move the current selection to the home folder
6460,ne,Nepali,Nepali,खुला फोल्डरसँग सम्बन्धित भोल्युम माउन्ट गर्नुहोस्
6461,eng_Latn,English,Nepali,Button layout test %d
6461,ne,Nepali,Nepali,बटन सजावट परीक्षण %d
6462,eng_Latn,English,Nepali,"On exit, once per week"
6462,ne,Nepali,Nepali,प्रति हप्ता एक पटक
6463,eng_Latn,English,Nepali,This is the font used to display text that is marked up as sans-serif.
6463,ne,Nepali,Nepali,यो सन्स- सेरिफको रुपमा चिनो लगाइएको पाठ प्रदर्शन गर्न प्रयोग गरिने फन्ट हो ।
6464,eng_Latn,English,Nepali,Keyboard shortcut to move the current tab to the right
6464,ne,Nepali,Nepali,हालको ट्याबलाई दायाँ सार्ने गतिवर्धक ।
6465,eng_Latn,English,Nepali,Copy the current selection to the home folder
6465,ne,Nepali,Nepali,खुला फोल्डरसँग सम्बन्धित भोल्युम माउन्ट गर्नुहोस्
6466,eng_Latn,English,Nepali,Error saving to autosave because &quot;{1}quot;.
6466,ne,Nepali,Nepali,स्वत:बचतमा बचत गर्दा त्रुटि किनभने &quot;{1}quot; ।
6467,eng_Latn,English,Nepali,Untitled Folder
6467,ne,Nepali,Nepali,फोल्डर हेर्नुहोस्
6468,eng_Latn,English,Nepali,Grand Total
6468,ne,Nepali,Nepali,जम्मा
6469,eng_Latn,English,Nepali,Patches and more
6469,ne,Nepali,Nepali,प्याचे र अरू धेरै
6470,eng_Latn,English,Nepali,Park Rapids
6470,ne,Nepali,Nepali,निकुञ्ज र्यापिड्स
6471,eng_Latn,English,Nepali,Leave the image as is without conversion
6471,ne,Nepali,Nepali,"तपाईँले ""पूर्वनिर्धारित builtin sRGB प्रोफाइल"" चयन गर्नुभएको छ ।"
6472,eng_Latn,English,Nepali,"Use ""%s"" to open the selected image"
6472,ne,Nepali,Nepali,"चयन गरिएको छवि खोल्न ""%s"" प्रयोग गर्नुहोस्"
6473,eng_Latn,English,Nepali,Atom number
6473,ne,Nepali,Nepali,लेबल छैन
6474,eng_Latn,English,Nepali,Move a Conic
6474,ne,Nepali,Nepali,कोनिक सार्नुहोस्
6475,eng_Latn,English,Nepali,Open New Note Template
6475,ne,Nepali,Nepali,आज खोल्नुहोस्: टेम्प्लेट
6476,eng_Latn,English,Nepali,Created project view...
6476,ne,Nepali,Nepali,सिर्जित परियोजना दृश्य...
6477,eng_Latn,English,Nepali,Blue based color scheme
6477,ne,Nepali,Nepali,उत्कृष्ट रङ योजना
6478,eng_Latn,English,Nepali,CVS: Diff file/directory
6478,ne,Nepali,Nepali,सीभीएस (CVS): डिफ फाइल/डाइरेक्टरी
6479,eng_Latn,English,Nepali,Implement plugin interfaces
6479,ne,Nepali,Nepali,प्लगइन इन्टरफेस कार्यान्वयन गर्नुहोस्
6480,eng_Latn,English,Nepali,Disconnect
6480,ne,Nepali,Nepali,विच्छेदन गर्नुहोस्
6481,eng_Latn,English,Nepali,Luminosity Curve
6481,ne,Nepali,Nepali,ज्योति
6482,eng_Latn,English,Nepali,Default Background Color
6482,ne,Nepali,Nepali,पूर्वनिर्धारित पृष्ठभूमि रङ
6483,eng_Latn,English,Nepali,Mirrored Horizontally And Vertically
6483,ne,Nepali,Nepali,तेर्सो र ठाडो मिरर गरियो
6484,eng_Latn,English,Nepali,Index creation finished.
6484,ne,Nepali,Nepali,अनुक्रमणिका सिर्जना समाप्त भयो । Label for stopping search index generation before completion
6485,eng_Latn,English,Nepali,Failed to read from child process: %s
6485,ne,Nepali,Nepali,चाइल्ड प्रक्रियाबाट पढ्न असफल: %s
6486,eng_Latn,English,Nepali,Debugger command
6486,ne,Nepali,Nepali,त्रुटिमोचक आदेश
6487,eng_Latn,English,Nepali,Open Link in New _Window
6487,ne,Nepali,Nepali,नयाँ सञ्झ्यालमा लिङ्क खोल्नुहोस्
6488,eng_Latn,English,Nepali,IMAP Server via KMail
6488,ne,Nepali,Nepali,केडीई मेल मार्फत IMAP सर्भरName
6489,eng_Latn,English,Nepali,Matching _Brace
6489,ne,Nepali,Nepali,मिल्दो ब्रेस
6490,eng_Latn,English,Nepali,Drag sensors to empty cells of a worksheet
6490,ne,Nepali,Nepali,कार्यपाना वा प्यानल एप्लेटको खाली कक्षहरूमा सेन्सर तान्नुहोस् ।
6491,eng_Latn,English,Nepali,No information available about %1.
6491,ne,Nepali,Nepali,% 1का बारेमा सूचना उपलब्ध छैन ।
6492,eng_Latn,English,Nepali,%s through %s has assigned you a task:
6492,ne,Nepali,Nepali,%s ले %s मार्फत तपाईँलाई कार्य मानाङ्कन गरेको छ:
6493,eng_Latn,English,Nepali,Fill with parameter k
6493,ne,Nepali,Nepali,परिमिति kसँग भर्नुहोस्
6494,eng_Latn,English,Nepali,Batch search and replace tool.
6494,ne,Nepali,Nepali,समूह खोजी गर्नुहोस् र उपकरण बदल्नुहोस् ।
6495,eng_Latn,English,Nepali,Åland Islands
6495,ne,Nepali,Nepali,स्यान्ड आइस्ल्यान्डDemocratic Republic of the Congo
6496,eng_Latn,English,Nepali,%s: Could not read Display Number
6496,ne,Nepali,Nepali,%s: प्रदर्शन सङ्ख्या पढ्न सकेन
6497,eng_Latn,English,Nepali,Dash length:
6497,ne,Nepali,Nepali,ड्यास लम्बाइ:
6498,eng_Latn,English,Nepali,simple (use mb_cmp)
6498,ne,Nepali,Nepali,सरल (mb_cmp प्रयोग गर्नुहोस्)
6499,eng_Latn,English,Nepali,Braden MacDonald
6499,ne,Nepali,Nepali,ब्राडेन म्याकडोनाल्ड
6500,eng_Latn,English,Nepali,Failed to execute child process (%s)
6500,ne,Nepali,Nepali,शाखा प्रक्रिया (%s) कार्यान्वयन गर्न असफल
6501,eng_Latn,English,Nepali,"Project name must not contain spaces, because it will be the name of the project build target (executable, library etc.)"
6501,ne,Nepali,Nepali,"परियोजना नाममा खालिस्थान समावेस हुनु हुँदैन, किनकी यो परियोजना निर्माण लक्ष्यको नाम हुन्छ (कार्यान्वयनयोग्य, पुस्तकालय इत्यादि ।)"
6502,eng_Latn,English,Nepali,Home icon visible on desktop
6502,ne,Nepali,Nepali,डेस्कटपमा गृह प्रतिमा दृश्यात्मक छ
6503,eng_Latn,English,Nepali,"The directory %1 does not exist anymore, so it is not possible to restore this item to its original location. You can either recreate that directory and use the restore operation again, or drag the item anywhere else to restore it."
6503,ne,Nepali,Nepali,"% 1 डाइरेक्टरी अब अवस्थित रहने छैन, त्यसैले यो वस्तुलाई यसको मौलिक स्थानमा लैजान सम्भव छैन । तपाईँ या त त्यो डाइरेक्टरी पुन: सिर्जना गरेर फेरि पूर्वावस्थामा लाने सञ्चालन प्रयोग गर्न सक्नुहुन्छ वा यसलाई अन्य कुनै स्थानमा पूर्वावस्थामा लैजान वस्तु तान्न सक्नुहुन्छ ।"
6504,eng_Latn,English,Nepali,Ekiga.net Account
6504,ne,Nepali,Nepali,ekiga.net खाता - पृष्ठ %d/%d
6505,eng_Latn,English,Nepali,Dash pattern used to draw the tree view grid lines
6505,ne,Nepali,Nepali,संकेन्द्रविन्दु सूचक खिच्नका लागि प्रयोग हुने धर्साको नमुना
6506,eng_Latn,English,Nepali,Port-of-Spain
6506,ne,Nepali,Nepali,पोर्टो सान्टो
6507,eng_Latn,English,Nepali,Connect to Server...
6507,ne,Nepali,Nepali,सर्भरमा जडान गर्नुहोस्...
6508,eng_Latn,English,Nepali,_Month View
6508,ne,Nepali,Nepali,मासिक दृश्य
6509,eng_Latn,English,Nepali,Contact List Editor
6509,ne,Nepali,Nepali,सम्पर्क सूची सम्पादक
6510,eng_Latn,English,Nepali,Rotate Path
6510,ne,Nepali,Nepali,बाटो घुमाउनुहोस्
6511,eng_Latn,English,Nepali,First Gfig
6511,ne,Nepali,Nepali,पहिलो Gfig
6512,eng_Latn,English,Nepali,Button Task
6512,ne,Nepali,Nepali,कार्य बटन
6513,eng_Latn,English,Nepali,Evolution Exchange backend process
6513,ne,Nepali,Nepali,इभोल्युसन एक्सचेन्ज ब्याकइन्ड प्रक्रिया
6514,eng_Latn,English,Nepali,Delete this brush
6514,ne,Nepali,Nepali,ब्रुस मेट्नुहोस्brushes-action
6515,eng_Latn,English,Nepali,Cache Size (MB):
6515,ne,Nepali,Nepali,क्यास साइज (MB):
6516,eng_Latn,English,Nepali,"Window %s sets SM_CLIENT_ID on itself, instead of on the WM_CLIENT_LEADER window as specified in the ICCCM."
6516,ne,Nepali,Nepali,सञ्झ्याल %s ले ICCCM मा निर्दिष्ट गरे अनुरूपको सञ्झ्याल WM_CLIENT_LEADER को साटोमा आफ्नैमा SM_CLIENT_ID सेट गर्दछ ।
6517,eng_Latn,English,Nepali,Untitled document
6517,ne,Nepali,Nepali,कागजातमा तालिका घुसाउनुहोस्...
6518,eng_Latn,English,Nepali,Mihail Kogălniceanu
6518,ne,Nepali,Nepali,मिहेल कोगाल्निसेउनु
6519,eng_Latn,English,Nepali,Are you sure you want to delete the '%s' tool?
6519,ne,Nepali,Nepali,तपाईँ साँच्चिकै '%s' उपकरण मेट्न चाहनुहुन्छ ?
6520,eng_Latn,English,Nepali,NoColorCorrection
6520,ne,Nepali,Nepali,रङ सुधार छैन
6521,eng_Latn,English,Nepali,Resume the paused game
6521,ne,Nepali,Nepali,पज गरिएको खेललाई पुन: निरन्तरता दिनुहोस्
6522,eng_Latn,English,Nepali,Activate items with a single click
6522,ne,Nepali,Nepali,एकल क्लिक गरेर वस्तुहरू क्रियाशील गर्नुहोस्
6523,eng_Latn,English,Nepali,Try rearranging the cards
6523,ne,Nepali,Nepali,तासलाई पुन: मिलाउने प्रयास गर्नुहोस्
6524,eng_Latn,English,Nepali,Use the value defined in red_value as a time remaining to show the warning dialog rather than a percentage.
6524,ne,Nepali,Nepali,प्रतिशतको सट्टा चेतावनी सम्वाद देखाउन बाँकी समयको रूपमा रातो मानमा परिभाषित मान प्रयोग गर्नुहोस्
6525,eng_Latn,English,Nepali,Computer Opponents
6525,ne,Nepali,Nepali,कम्प्युटर विरोधी
6526,eng_Latn,English,Nepali,Help operations
6526,ne,Nepali,Nepali,मद्दत सञ्चालनहरू
6527,eng_Latn,English,Nepali,Interactive GIMP Python interpreter
6527,ne,Nepali,Nepali,अन्तरक्रियात्मक गिम्प-पाइथोन अनुवादक
6528,eng_Latn,English,Nepali,Chattanooga
6528,ne,Nepali,Nepali,चाटानुगा
6529,eng_Latn,English,Nepali,Available St_rategies
6529,ne,Nepali,Nepali,उपलब्ध रणनीति
6530,eng_Latn,English,Nepali,%s: Could not open ~/.xsession-errors
6530,ne,Nepali,Nepali,%s: ~/.xsession त्रुटि खोल्न सकेन
6531,eng_Latn,English,Nepali,Factory for notification area
6531,ne,Nepali,Nepali,प्यानल सूचना क्षेत्र
6532,eng_Latn,English,Nepali,planetary nebula
6532,ne,Nepali,Nepali,भ्रमणकारी नेबुला
6533,eng_Latn,English,Nepali,Ashtabula Coast Guard Station
6533,ne,Nepali,Nepali,अस्टाबुला कोस्ट गार्ड स्टेसन
6534,eng_Latn,English,Nepali,Indicate Trust:
6534,ne,Nepali,Nepali,विश्वास देखाउनुहोस्:
6535,eng_Latn,English,Nepali,Text x alignment
6535,ne,Nepali,Nepali,एक्स पंक्तिबद्ध पाठ
6536,eng_Latn,English,Nepali,POP Before SMTP authentication using an unknown transport
6536,ne,Nepali,Nepali,एउटा अज्ञात वहान प्रयोग गरेर SMTP अधिकार अगाडि POP
6537,eng_Latn,English,Nepali,& Previous Window
6537,ne,Nepali,Nepali,अघिल्लो सञ्झ्याल
6538,eng_Latn,English,Nepali,Charlottesville
6538,ne,Nepali,Nepali,चारलोट्टसभिल
6539,eng_Latn,English,Nepali,_Blueness cb470:
6539,ne,Nepali,Nepali,नीलोपना cb470:
6540,eng_Latn,English,Nepali,Unable to search for application
6540,ne,Nepali,Nepali,अनुप्रयोग चयन गर्नुहोस्
6541,eng_Latn,English,Nepali,Municipalities
6541,ne,Nepali,Nepali,नगरपालिकाहरूafghanistan. kgm
6542,eng_Latn,English,Nepali,Default (%1)
6542,ne,Nepali,Nepali,पूर्वनिर्धरण (% 1)
6543,eng_Latn,English,Nepali,Configure Input Controller
6543,ne,Nepali,Nepali,आगत नियन्त्रक कन्फिगर गर्नुहोस्
6544,eng_Latn,English,Nepali,Save & Diff...
6544,ne,Nepali,Nepali,. diff बचत गर्नुहोस्...
6545,eng_Latn,English,Nepali,"A file called '%s' exists, size %s. Do you want to skip this track or overwrite it?"
6545,ne,Nepali,Nepali,"'%s'नामको एउटा फाइल अवस्थित छ, साइज %s। के तपाईँ यो ट्रयाकलाई फड्काउन वा अधिलेखन गर्न चाहनुहुन्छ?"
6546,eng_Latn,English,Nepali,Generic Identifier (lt;gigt;)
6546,ne,Nepali,Nepali,जेनेरिक पहिचायक (lt;gigt;)
6547,eng_Latn,English,Nepali,This will revert your certificate signers database to the KDE default. This operation cannot be undone. Are you sure you wish to continue?
6547,ne,Nepali,Nepali,यसले पूर्वनिर्धारित केडीई मा तपाईँको प्रमाणपत्र हस्ताक्षरी डेटाबेस पछाडि फर्काउँनेछ । यो सञ्चालन पूर्वस्थितिमा फर्काउँन सकिँदैन । तपाईँ निरन्तर गर्नमा निश्चिन्त हुनुहुन्छ?
6548,eng_Latn,English,Nepali,America/La_Paz
6548,ne,Nepali,Nepali,अमेरिका/ला पाज
6549,eng_Latn,English,Nepali,Volume Control
6549,ne,Nepali,Nepali,भोल्युम नियन्त्रण
6550,eng_Latn,English,Nepali,French Canadian (fr-ca)
6550,ne,Nepali,Nepali,फ्रेन्च क्यानेडियन (fr- ca)
6551,eng_Latn,English,Nepali,E_mpty Trash
6551,ne,Nepali,Nepali,रद्दीटोकरी खाली गर्नुहोस्
6552,eng_Latn,English,Nepali,New file %d
6552,ne,Nepali,Nepali,नयाँ फाइल
6553,eng_Latn,English,Nepali,l-Lactic acid
6553,ne,Nepali,Nepali,क्रिस्टल ४
6554,eng_Latn,English,Nepali,Pacific/ Wallis
6554,ne,Nepali,Nepali,प्यासिफिक/ वालिस्
6555,eng_Latn,English,Nepali,TarGA image
6555,ne,Nepali,Nepali,टारगा चित्र
6556,eng_Latn,English,Nepali,"To connect to your Internet service provider, you need administrator privileges"
6556,ne,Nepali,Nepali,"तपाईँको इन्टरनेट सेवा प्रदायकलाई जडान गर्न, तपाईँलाई प्रशासक अधिकार चाहिन्छ"
6557,eng_Latn,English,Nepali,Portrait orientation
6557,ne,Nepali,Nepali,अभिमुखीकरण
6558,eng_Latn,English,Nepali,Always show possible numbers in a square
6558,ne,Nepali,Nepali,वर्गमा सधैँ सम्भावित नम्बर देखाउनुहोस्
6559,eng_Latn,English,Nepali,Delay %.2f
6559,ne,Nepali,Nepali,विलम्ब %.2f
6560,eng_Latn,English,Nepali,one fourth
6560,ne,Nepali,Nepali,एक चौथाइ
6561,eng_Latn,English,Nepali,1s [total of 1s]
6561,ne,Nepali,Nepali,१s [१s को जम्मा]
6562,eng_Latn,English,Nepali,America/Regina
6562,ne,Nepali,Nepali,अमेरिका/रेजिना
6563,eng_Latn,English,Nepali,Attach to this circle
6563,ne,Nepali,Nepali,यो वृत्तमा संलग्र गर्नुहोस्
6564,eng_Latn,English,Nepali,Pacific/Pago_Pago
6564,ne,Nepali,Nepali,प्यासिफिक/पागो पागो
6565,eng_Latn,English,Nepali,Sparse dots
